Ticker,total_return
KAYNES.NS,0.24025352905737235
KEC.NS,0.0
KEI.NS,0.0
KFINTECH.NS,-0.2907789574862868
KIMS.NS,0.0
KIRLOSBROS.NS,-0.04493571792074319
KIRLOSENG.NS,0.6332484059086463
KOTAKBANK.NS,0.0
KPIL.NS,0.0
KPITTECH.NS,-0.1330535605247035
KPRMILL.NS,-0.0698489902106917
KSB.NS,0.0
LALPATHLAB.NS,0.0
LATENTVIEW.NS,0.0
LAURUSLABS.NS,-0.041885675286325565
LEMONTREE.NS,0.0
LICHSGFIN.NS,0.0
LICI.NS,0.0
LINDEINDIA.NS,0.0
LLOYDSME.NS,-0.028972623531185092
LODHA.NS,-0.1299548785113037
LT.NS,0.0
LTF.NS,0.07465507044396785
LTFOODS.NS,0.0
LTIM.NS,0.0
LTTS.NS,0.0
LUPIN.NS,0.0
M&M.NS,0.0
M&MFIN.NS,0.0
MAHABANK.NS,0.0
MAHSCOOTER.NS,0.08412992628424355
MAHSEAMLES.NS,0.0
MANAPPURAM.NS,0.09852471971336839
MANKIND.NS,0.0
MANYAVAR.NS,0.0
MAPMYINDIA.NS,0.0
MARICO.NS,0.0
MARUTI.NS,0.0
MAXHEALTH.NS,0.0
MAZDOCK.NS,0.7621742528552926
MCX.NS,0.0
MEDANTA.NS,0.0
METROPOLIS.NS,0.0
MFSL.NS,0.0
MGL.NS,0.0
MINDACORP.NS,0.0
MMTC.NS,-0.05823627435709655
MOTHERSON.NS,0.0
MOTILALOFS.NS,0.0
MPHASIS.NS,0.0
MRF.NS,0.0
MRPL.NS,-0.3201733341092193
MSUMI.NS,0.0
MUTHOOTFIN.NS,0.0
NAM-INDIA.NS,0.0
NATCOPHARM.NS,0.0
NATIONALUM.NS,0.0
NAUKRI.NS,0.0
NAVA.NS,-0.11460587568249903
NAVINFLUOR.NS,0.0
NBCC.NS,0.0795673854948231
NCC.NS,0.0
NESTLEIND.NS,0.0
NETWEB.NS,0.10823256723917803
NEULANDLAB.NS,-0.3257328676529105
NEWGEN.NS,0.3572217202872349
NH.NS,-0.09054181175884878
NHPC.NS,0.0
NIACL.NS,0.0
NIVABUPA.NS,0.0
NLCINDIA.NS,0.023081477862956962
NMDC.NS,0.0
NSLNISP.NS,0.0
NTPC.NS,0.0
NTPCGREEN.NS,0.0
NUVAMA.NS,0.0
NUVOCO.NS,0.0
NYKAA.NS,0.0
OBEROIRLTY.NS,0.0
OFSS.NS,0.11764519458272334
OIL.NS,0.3300722901873999
OLAELEC.NS,0.0
OLECTRA.NS,0.47440897208735755
ONESOURCE.NS,0.0
ONGC.NS,0.0
PAGEIND.NS,0.0
PATANJALI.NS,0.0
PAYTM.NS,0.032349436030027136
PCBL.NS,-0.28852145334694856
PERSISTENT.NS,0.0
PETRONET.NS,0.0
PFC.NS,0.0
PFIZER.NS,0.0
PGEL.NS,0.40749259705035845
PGHH.NS,0.0
PHOENIXLTD.NS,0.0
PIDILITIND.NS,0.0
PIIND.NS,0.0
PNB.NS,0.0
PNBHOUSING.NS,-0.1407401587391259
POLICYBZR.NS,0.0
POLYCAB.NS,0.0
POLYMED.NS,0.0
POONAWALLA.NS,-0.003912967999557004
POWERGRID.NS,0.0
POWERINDIA.NS,-0.16488195830163838
PPLPHARMA.NS,0.0
PRAJIND.NS,0.049996022142867295
PREMIERENE.NS,0.0
PRESTIGE.NS,0.0
PTCIL.NS,0.01240332387846458
PVRINOX.NS,0.0
RADICO.NS,0.0
RAILTEL.NS,0.07618352901501799
RAINBOW.NS,0.0
RAMCOCEM.NS,0.0
RBLBANK.NS,0.22224507754190112
RCF.NS,0.0
RECLTD.NS,0.26770892493665716
REDINGTON.NS,-0.1630010072207541
RELIANCE.NS,0.0
RELINFRA.NS,-0.0068868567618122324
RHIM.NS,0.0
RITES.NS,0.0
RKFORGE.NS,0.033714574007531334
RPOWER.NS,-0.21948710058006574
RRKABEL.NS,0.0
RVNL.NS,0.9499502267861716
SAGILITY.NS,0.0
SAIL.NS,0.0
SAILIFE.NS,0.0
SAMMAANCAP.NS,0.0
SAPPHIRE.NS,0.0
SARDAEN.NS,0.14966457629293756
SAREGAMA.NS,0.6496385406292218
SBFC.NS,0.0
SBICARD.NS,0.05042917073028031
SBILIFE.NS,0.0
SBIN.NS,0.0
SCHAEFFLER.NS,0.0
SCHNEIDER.NS,-0.15104038706901396
SCI.NS,0.0
SHREECEM.NS,0.0
SHRIRAMFIN.NS,0.0
SHYAMMETL.NS,0.0
SIEMENS.NS,0.0
SIGNATURE.NS,0.0
SJVN.NS,0.0
SKFINDIA.NS,0.0
SOBHA.NS,0.2501358424462442
SOLARINDS.NS,-0.14286782205925105
SONACOMS.NS,0.0
SONATSOFTW.NS,0.0
SRF.NS,0.0
STARHEALTH.NS,0.0
SUMICHEM.NS,0.0
SUNDARMFIN.NS,0.0
SUNDRMFAST.NS,0.0
SUNPHARMA.NS,0.0
SUNTV.NS,0.0
SUPREMEIND.NS,0.0
SUZLON.NS,0.8431772466897205
SWANCORP.NS,-0.44462385746414473
SWIGGY.NS,0.0
SYNGENE.NS,0.0
SYRMA.NS,0.09083822201609437
TARIL.NS,0.7176426015091165
TATACHEM.NS,0.0
TATACOMM.NS,0.0
TATACONSUM.NS,0.0
TATAELXSI.NS,0.06358211422756954
TATAINVEST.NS,-0.2797021937996229
TATAPOWER.NS,0.0
TATASTEEL.NS,0.0
TATATECH.NS,0.0
TBOTEK.NS,0.0
TCS.NS,0.0
TECHM.NS,0.0
TECHNOE.NS,-0.03909971636608505
TEJASNET.NS,-0.16656526961601079
THELEELA.NS,0.0
THERMAX.NS,0.0
TIINDIA.NS,0.0
TIMKEN.NS,0.0
TITAGARH.NS,2.2209526061274465
TITAN.NS,0.0
TMPV.NS,0.0
TORNTPHARM.NS,0.0
TORNTPOWER.NS,0.0
TRENT.NS,0.0
TRIDENT.NS,0.37417658315247915
TRITURBINE.NS,0.049126183747170725
TRIVENI.NS,0.029567739129758994
TTML.NS,1.8116593232316267
TVSMOTOR.NS,-0.08542379648488597
UBL.NS,0.0
UCOBANK.NS,-0.165079424206572
ULTRACEMCO.NS,0.0
UNIONBANK.NS,-0.12921020725132096
UNITDSPR.NS,0.0
UNOMINDA.NS,0.0
UPL.NS,0.0
USHAMART.NS,-0.018282084927571704
UTIAMC.NS,0.0
VBL.NS,0.0
VEDL.NS,0.0
VENTIVE.NS,0.0
VGUARD.NS,0.0
VIJAYA.NS,0.0
VMM.NS,0.0
VOLTAS.NS,0.0
VTL.NS,0.0
WAAREEENER.NS,0.0
WELCORP.NS,0.0
WELSPUNLIV.NS,0.0
WHIRLPOOL.NS,0.0
WIPRO.NS,0.0
WOCKPHARMA.NS,-0.23724891474666904
YESBANK.NS,0.0
ZEEL.NS,0.0
ZENSARTECH.NS,0.0
ZENTEC.NS,0.8729974266432248
ZFCVINDIA.NS,0.0
ZYDUSLIFE.NS,0.0
